"","filename","rng_seed","species_initiation_rate_good_species","species_initiation_rate_incipient_species","speciation_completion_rate","extinction_rate_good_species","extinction_rate_incipient_species","age","n_species_trees_samples","mutation_rate","n_alignments","sequence_length","mcmc_chainlength","n_beast_runs","version"
"31","article_0_0_3_1_0.RDa","1","0.1","0.1","0","0.4","0.4","15","2","0.01","2","1000","1e+06","2","0.1"
"32","article_0_0_3_1_1.RDa","1","0.1","0.1","0","0.4","0.4","15","2","0.01","2","10000","1e+06","2","0.1"
"33","article_0_0_3_1_2.RDa","1","0.1","0.1","0","0.4","0.4","15","2","0.01","2","10000","1e+06","2","0.1"
"34","article_0_0_3_2_0.RDa","1","0.1","0.1","0","0.4","0.4","15","2","0.001","2","1000","1e+06","2","0.1"
"35","article_0_0_3_2_1.RDa","1","0.1","0.1","0","0.4","0.4","15","2","0.001","2","10000","1e+06","2","0.1"
"36","article_0_0_3_2_2.RDa","1","0.1","0.1","0","0.4","0.4","15","2","0.001","2","10000","1e+06","2","0.1"
"37","article_0_0_4_0_0.RDa","1","0.1","0.1","0","0.8","0.8","15","2","0.1","2","1000","1e+06","2","0.1"
"38","article_0_0_4_0_1.RDa","1","0.1","0.1","0","0.8","0.8","15","2","0.1","2","10000","1e+06","2","0.1"
"39","article_0_0_4_0_2.RDa","1","0.1","0.1","0","0.8","0.8","15","2","0.1","2","10000","1e+06","2","0.1"
"40","article_0_0_4_1_0.RDa","1","0.1","0.1","0","0.8","0.8","15","2","0.01","2","1000","1e+06","2","0.1"
"41","article_0_0_4_1_1.RDa","1","0.1","0.1","0","0.8","0.8","15","2","0.01","2","10000","1e+06","2","0.1"
"42","article_0_0_4_1_2.RDa","1","0.1","0.1","0","0.8","0.8","15","2","0.01","2","10000","1e+06","2","0.1"
"43","article_0_0_4_2_0.RDa","1","0.1","0.1","0","0.8","0.8","15","2","0.001","2","1000","1e+06","2","0.1"
"44","article_0_0_4_2_1.RDa","1","0.1","0.1","0","0.8","0.8","15","2","0.001","2","10000","1e+06","2","0.1"
"45","article_0_0_4_2_2.RDa","1","0.1","0.1","0","0.8","0.8","15","2","0.001","2","10000","1e+06","2","0.1"
"46","article_0_1_0_0_0.RDa","1","0.1","0.1","0.1","0","0","15","2","0.1","2","1000","1e+06","2","0.1"
"47","article_0_1_0_0_1.RDa","1","0.1","0.1","0.1","0","0","15","2","0.1","2","10000","1e+06","2","0.1"
"48","article_0_1_0_0_2.RDa","1","0.1","0.1","0.1","0","0","15","2","0.1","2","10000","1e+06","2","0.1"
"49","article_0_1_0_1_0.RDa","1","0.1","0.1","0.1","0","0","15","2","0.01","2","1000","1e+06","2","0.1"
"50","article_0_1_0_1_1.RDa","1","0.1","0.1","0.1","0","0","15","2","0.01","2","10000","1e+06","2","0.1"
"51","article_0_1_0_1_2.RDa","1","0.1","0.1","0.1","0","0","15","2","0.01","2","10000","1e+06","2","0.1"
"52","article_0_1_0_2_0.RDa","1","0.1","0.1","0.1","0","0","15","2","0.001","2","1000","1e+06","2","0.1"
"53","article_0_1_0_2_1.RDa","1","0.1","0.1","0.1","0","0","15","2","0.001","2","10000","1e+06","2","0.1"
"54","article_0_1_0_2_2.RDa","1","0.1","0.1","0.1","0","0","15","2","0.001","2","10000","1e+06","2","0.1"
"55","article_0_1_1_0_0.RDa","1","0.1","0.1","0.1","0.1","0.1","15","2","0.1","2","1000","1e+06","2","0.1"
"56","article_0_1_1_0_1.RDa","1","0.1","0.1","0.1","0.1","0.1","15","2","0.1","2","10000","1e+06","2","0.1"
"57","article_0_1_1_0_2.RDa","1","0.1","0.1","0.1","0.1","0.1","15","2","0.1","2","10000","1e+06","2","0.1"
"58","article_0_1_1_1_0.RDa","1","0.1","0.1","0.1","0.1","0.1","15","2","0.01","2","1000","1e+06","2","0.1"
"59","article_0_1_1_1_1.RDa","1","0.1","0.1","0.1","0.1","0.1","15","2","0.01","2","10000","1e+06","2","0.1"
"60","article_0_1_1_1_2.RDa","1","0.1","0.1","0.1","0.1","0.1","15","2","0.01","2","10000","1e+06","2","0.1"
"61","article_0_1_1_2_0.RDa","1","0.1","0.1","0.1","0.1","0.1","15","2","0.001","2","1000","1e+06","2","0.1"
"62","article_0_1_1_2_1.RDa","1","0.1","0.1","0.1","0.1","0.1","15","2","0.001","2","10000","1e+06","2","0.1"
"63","article_0_1_1_2_2.RDa","1","0.1","0.1","0.1","0.1","0.1","15","2","0.001","2","10000","1e+06","2","0.1"
"64","article_0_1_2_0_0.RDa","1","0.1","0.1","0.1","0.2","0.2","15","2","0.1","2","1000","1e+06","2","0.1"
"65","article_0_1_2_0_1.RDa","1","0.1","0.1","0.1","0.2","0.2","15","2","0.1","2","10000","1e+06","2","0.1"
"66","article_0_1_2_0_2.RDa","1","0.1","0.1","0.1","0.2","0.2","15","2","0.1","2","10000","1e+06","2","0.1"
"67","article_0_1_2_1_0.RDa","1","0.1","0.1","0.1","0.2","0.2","15","2","0.01","2","1000","1e+06","2","0.1"
"68","article_0_1_2_1_1.RDa","1","0.1","0.1","0.1","0.2","0.2","15","2","0.01","2","10000","1e+06","2","0.1"
"69","article_0_1_2_1_2.RDa","1","0.1","0.1","0.1","0.2","0.2","15","2","0.01","2","10000","1e+06","2","0.1"
"70","article_0_1_2_2_0.RDa","1","0.1","0.1","0.1","0.2","0.2","15","2","0.001","2","1000","1e+06","2","0.1"
"71","article_0_1_2_2_1.RDa","1","0.1","0.1","0.1","0.2","0.2","15","2","0.001","2","10000","1e+06","2","0.1"
"72","article_0_1_2_2_2.RDa","1","0.1","0.1","0.1","0.2","0.2","15","2","0.001","2","10000","1e+06","2","0.1"
"73","article_0_1_3_0_0.RDa","1","0.1","0.1","0.1","0.4","0.4","15","2","0.1","2","1000","1e+06","2","0.1"
"74","article_0_1_3_0_1.RDa","1","0.1","0.1","0.1","0.4","0.4","15","2","0.1","2","10000","1e+06","2","0.1"
"75","article_0_1_3_0_2.RDa","1","0.1","0.1","0.1","0.4","0.4","15","2","0.1","2","10000","1e+06","2","0.1"
"76","article_0_1_3_1_0.RDa","1","0.1","0.1","0.1","0.4","0.4","15","2","0.01","2","1000","1e+06","2","0.1"
"77","article_0_1_3_1_1.RDa","1","0.1","0.1","0.1","0.4","0.4","15","2","0.01","2","10000","1e+06","2","0.1"
"78","article_0_1_3_1_2.RDa","1","0.1","0.1","0.1","0.4","0.4","15","2","0.01","2","10000","1e+06","2","0.1"
"79","article_0_1_3_2_0.RDa","1","0.1","0.1","0.1","0.4","0.4","15","2","0.001","2","1000","1e+06","2","0.1"
"80","article_0_1_3_2_1.RDa","1","0.1","0.1","0.1","0.4","0.4","15","2","0.001","2","10000","1e+06","2","0.1"
"81","article_0_1_3_2_2.RDa","1","0.1","0.1","0.1","0.4","0.4","15","2","0.001","2","10000","1e+06","2","0.1"
"82","article_0_1_4_0_0.RDa","1","0.1","0.1","0.1","0.8","0.8","15","2","0.1","2","1000","1e+06","2","0.1"
"83","article_0_1_4_0_1.RDa","1","0.1","0.1","0.1","0.8","0.8","15","2","0.1","2","10000","1e+06","2","0.1"
"84","article_0_1_4_0_2.RDa","1","0.1","0.1","0.1","0.8","0.8","15","2","0.1","2","10000","1e+06","2","0.1"
"85","article_0_1_4_1_0.RDa","1","0.1","0.1","0.1","0.8","0.8","15","2","0.01","2","1000","1e+06","2","0.1"
"86","article_0_1_4_1_1.RDa","1","0.1","0.1","0.1","0.8","0.8","15","2","0.01","2","10000","1e+06","2","0.1"
"87","article_0_1_4_1_2.RDa","1","0.1","0.1","0.1","0.8","0.8","15","2","0.01","2","10000","1e+06","2","0.1"
"88","article_0_1_4_2_0.RDa","1","0.1","0.1","0.1","0.8","0.8","15","2","0.001","2","1000","1e+06","2","0.1"
"89","article_0_1_4_2_1.RDa","1","0.1","0.1","0.1","0.8","0.8","15","2","0.001","2","10000","1e+06","2","0.1"
"90","article_0_1_4_2_2.RDa","1","0.1","0.1","0.1","0.8","0.8","15","2","0.001","2","10000","1e+06","2","0.1"
"91","article_0_2_0_0_0.RDa","1","0.1","0.1","0.2","0","0","15","2","0.1","2","1000","1e+06","2","0.1"
"92","article_0_2_0_0_1.RDa","1","0.1","0.1","0.2","0","0","15","2","0.1","2","10000","1e+06","2","0.1"
"93","article_0_2_0_0_2.RDa","1","0.1","0.1","0.2","0","0","15","2","0.1","2","10000","1e+06","2","0.1"
"94","article_0_2_0_1_0.RDa","1","0.1","0.1","0.2","0","0","15","2","0.01","2","1000","1e+06","2","0.1"
"95","article_0_2_0_1_1.RDa","1","0.1","0.1","0.2","0","0","15","2","0.01","2","10000","1e+06","2","0.1"
"96","article_0_2_0_1_2.RDa","1","0.1","0.1","0.2","0","0","15","2","0.01","2","10000","1e+06","2","0.1"
"97","article_0_2_0_2_0.RDa","1","0.1","0.1","0.2","0","0","15","2","0.001","2","1000","1e+06","2","0.1"
"98","article_0_2_0_2_1.RDa","1","0.1","0.1","0.2","0","0","15","2","0.001","2","10000","1e+06","2","0.1"
"99","article_0_2_0_2_2.RDa","1","0.1","0.1","0.2","0","0","15","2","0.001","2","10000","1e+06","2","0.1"
"100","article_0_2_1_0_0.RDa","1","0.1","0.1","0.2","0.1","0.1","15","2","0.1","2","1000","1e+06","2","0.1"
"101","article_0_2_1_0_1.RDa","1","0.1","0.1","0.2","0.1","0.1","15","2","0.1","2","10000","1e+06","2","0.1"
"102","article_0_2_1_0_2.RDa","1","0.1","0.1","0.2","0.1","0.1","15","2","0.1","2","10000","1e+06","2","0.1"
"103","article_0_2_1_1_0.RDa","1","0.1","0.1","0.2","0.1","0.1","15","2","0.01","2","1000","1e+06","2","0.1"
"104","article_0_2_1_1_1.RDa","1","0.1","0.1","0.2","0.1","0.1","15","2","0.01","2","10000","1e+06","2","0.1"
"105","article_0_2_1_1_2.RDa","1","0.1","0.1","0.2","0.1","0.1","15","2","0.01","2","10000","1e+06","2","0.1"
"106","article_0_2_1_2_0.RDa","1","0.1","0.1","0.2","0.1","0.1","15","2","0.001","2","1000","1e+06","2","0.1"
"107","article_0_2_1_2_1.RDa","1","0.1","0.1","0.2","0.1","0.1","15","2","0.001","2","10000","1e+06","2","0.1"
"108","article_0_2_1_2_2.RDa","1","0.1","0.1","0.2","0.1","0.1","15","2","0.001","2","10000","1e+06","2","0.1"
"109","article_0_2_2_0_0.RDa","1","0.1","0.1","0.2","0.2","0.2","15","2","0.1","2","1000","1e+06","2","0.1"
"110","article_0_2_2_0_1.RDa","1","0.1","0.1","0.2","0.2","0.2","15","2","0.1","2","10000","1e+06","2","0.1"
"111","article_0_2_2_0_2.RDa","1","0.1","0.1","0.2","0.2","0.2","15","2","0.1","2","10000","1e+06","2","0.1"
"112","article_0_2_2_1_0.RDa","1","0.1","0.1","0.2","0.2","0.2","15","2","0.01","2","1000","1e+06","2","0.1"
"113","article_0_2_2_1_1.RDa","1","0.1","0.1","0.2","0.2","0.2","15","2","0.01","2","10000","1e+06","2","0.1"
"114","article_0_2_2_1_2.RDa","1","0.1","0.1","0.2","0.2","0.2","15","2","0.01","2","10000","1e+06","2","0.1"
"115","article_0_2_2_2_0.RDa","1","0.1","0.1","0.2","0.2","0.2","15","2","0.001","2","1000","1e+06","2","0.1"
"116","article_0_2_2_2_1.RDa","1","0.1","0.1","0.2","0.2","0.2","15","2","0.001","2","10000","1e+06","2","0.1"
"117","article_0_2_2_2_2.RDa","1","0.1","0.1","0.2","0.2","0.2","15","2","0.001","2","10000","1e+06","2","0.1"
"118","article_0_2_3_0_0.RDa","1","0.1","0.1","0.2","0.4","0.4","15","2","0.1","2","1000","1e+06","2","0.1"
"119","article_0_2_3_0_1.RDa","1","0.1","0.1","0.2","0.4","0.4","15","2","0.1","2","10000","1e+06","2","0.1"
"120","article_0_2_3_0_2.RDa","1","0.1","0.1","0.2","0.4","0.4","15","2","0.1","2","10000","1e+06","2","0.1"
"121","article_0_2_3_1_0.RDa","1","0.1","0.1","0.2","0.4","0.4","15","2","0.01","2","1000","1e+06","2","0.1"
"122","article_0_2_3_1_1.RDa","1","0.1","0.1","0.2","0.4","0.4","15","2","0.01","2","10000","1e+06","2","0.1"
"123","article_0_2_3_1_2.RDa","1","0.1","0.1","0.2","0.4","0.4","15","2","0.01","2","10000","1e+06","2","0.1"
"124","article_0_2_3_2_0.RDa","1","0.1","0.1","0.2","0.4","0.4","15","2","0.001","2","1000","1e+06","2","0.1"
"125","article_0_2_3_2_1.RDa","1","0.1","0.1","0.2","0.4","0.4","15","2","0.001","2","10000","1e+06","2","0.1"
"126","article_0_2_3_2_2.RDa","1","0.1","0.1","0.2","0.4","0.4","15","2","0.001","2","10000","1e+06","2","0.1"
"127","article_0_2_4_0_0.RDa","1","0.1","0.1","0.2","0.8","0.8","15","2","0.1","2","1000","1e+06","2","0.1"
"128","article_0_2_4_0_1.RDa","1","0.1","0.1","0.2","0.8","0.8","15","2","0.1","2","10000","1e+06","2","0.1"
"129","article_0_2_4_0_2.RDa","1","0.1","0.1","0.2","0.8","0.8","15","2","0.1","2","10000","1e+06","2","0.1"
"130","article_0_2_4_1_0.RDa","1","0.1","0.1","0.2","0.8","0.8","15","2","0.01","2","1000","1e+06","2","0.1"
"131","article_0_2_4_1_1.RDa","1","0.1","0.1","0.2","0.8","0.8","15","2","0.01","2","10000","1e+06","2","0.1"
"132","article_0_2_4_1_2.RDa","1","0.1","0.1","0.2","0.8","0.8","15","2","0.01","2","10000","1e+06","2","0.1"
"133","article_0_2_4_2_0.RDa","1","0.1","0.1","0.2","0.8","0.8","15","2","0.001","2","1000","1e+06","2","0.1"
"134","article_0_2_4_2_1.RDa","1","0.1","0.1","0.2","0.8","0.8","15","2","0.001","2","10000","1e+06","2","0.1"
"135","article_0_2_4_2_2.RDa","1","0.1","0.1","0.2","0.8","0.8","15","2","0.001","2","10000","1e+06","2","0.1"
"136","article_0_3_0_0_0.RDa","1","0.1","0.1","0.4","0","0","15","2","0.1","2","1000","1e+06","2","0.1"
"137","article_0_3_0_0_1.RDa","1","0.1","0.1","0.4","0","0","15","2","0.1","2","10000","1e+06","2","0.1"
"138","article_0_3_0_0_2.RDa","1","0.1","0.1","0.4","0","0","15","2","0.1","2","10000","1e+06","2","0.1"
"139","article_0_3_0_1_0.RDa","1","0.1","0.1","0.4","0","0","15","2","0.01","2","1000","1e+06","2","0.1"
"140","article_0_3_0_1_1.RDa","1","0.1","0.1","0.4","0","0","15","2","0.01","2","10000","1e+06","2","0.1"
"141","article_0_3_0_1_2.RDa","1","0.1","0.1","0.4","0","0","15","2","0.01","2","10000","1e+06","2","0.1"
"142","article_0_3_0_2_0.RDa","1","0.1","0.1","0.4","0","0","15","2","0.001","2","1000","1e+06","2","0.1"
"143","article_0_3_0_2_1.RDa","1","0.1","0.1","0.4","0","0","15","2","0.001","2","10000","1e+06","2","0.1"
"144","article_0_3_0_2_2.RDa","1","0.1","0.1","0.4","0","0","15","2","0.001","2","10000","1e+06","2","0.1"
"145","article_0_3_1_0_0.RDa","1","0.1","0.1","0.4","0.1","0.1","15","2","0.1","2","1000","1e+06","2","0.1"
"146","article_0_3_1_0_1.RDa","1","0.1","0.1","0.4","0.1","0.1","15","2","0.1","2","10000","1e+06","2","0.1"
"147","article_0_3_1_0_2.RDa","1","0.1","0.1","0.4","0.1","0.1","15","2","0.1","2","10000","1e+06","2","0.1"
"148","article_0_3_1_1_0.RDa","1","0.1","0.1","0.4","0.1","0.1","15","2","0.01","2","1000","1e+06","2","0.1"
"149","article_0_3_1_1_1.RDa","1","0.1","0.1","0.4","0.1","0.1","15","2","0.01","2","10000","1e+06","2","0.1"
"150","article_0_3_1_1_2.RDa","1","0.1","0.1","0.4","0.1","0.1","15","2","0.01","2","10000","1e+06","2","0.1"
"151","article_0_3_1_2_0.RDa","1","0.1","0.1","0.4","0.1","0.1","15","2","0.001","2","1000","1e+06","2","0.1"
"152","article_0_3_1_2_1.RDa","1","0.1","0.1","0.4","0.1","0.1","15","2","0.001","2","10000","1e+06","2","0.1"
"153","article_0_3_1_2_2.RDa","1","0.1","0.1","0.4","0.1","0.1","15","2","0.001","2","10000","1e+06","2","0.1"
"154","article_0_3_2_0_0.RDa","1","0.1","0.1","0.4","0.2","0.2","15","2","0.1","2","1000","1e+06","2","0.1"
"155","article_0_3_2_0_1.RDa","1","0.1","0.1","0.4","0.2","0.2","15","2","0.1","2","10000","1e+06","2","0.1"
"156","article_0_3_2_0_2.RDa","1","0.1","0.1","0.4","0.2","0.2","15","2","0.1","2","10000","1e+06","2","0.1"
"157","article_0_3_2_1_0.RDa","1","0.1","0.1","0.4","0.2","0.2","15","2","0.01","2","1000","1e+06","2","0.1"
"158","article_0_3_2_1_1.RDa","1","0.1","0.1","0.4","0.2","0.2","15","2","0.01","2","10000","1e+06","2","0.1"
"159","article_0_3_2_1_2.RDa","1","0.1","0.1","0.4","0.2","0.2","15","2","0.01","2","10000","1e+06","2","0.1"
"160","article_0_3_2_2_0.RDa","1","0.1","0.1","0.4","0.2","0.2","15","2","0.001","2","1000","1e+06","2","0.1"
"161","article_0_3_2_2_1.RDa","1","0.1","0.1","0.4","0.2","0.2","15","2","0.001","2","10000","1e+06","2","0.1"
"162","article_0_3_2_2_2.RDa","1","0.1","0.1","0.4","0.2","0.2","15","2","0.001","2","10000","1e+06","2","0.1"
"163","article_0_3_3_0_0.RDa","1","0.1","0.1","0.4","0.4","0.4","15","2","0.1","2","1000","1e+06","2","0.1"
"164","article_0_3_3_0_1.RDa","1","0.1","0.1","0.4","0.4","0.4","15","2","0.1","2","10000","1e+06","2","0.1"
"165","article_0_3_3_0_2.RDa","1","0.1","0.1","0.4","0.4","0.4","15","2","0.1","2","10000","1e+06","2","0.1"
"166","article_0_3_3_1_0.RDa","1","0.1","0.1","0.4","0.4","0.4","15","2","0.01","2","1000","1e+06","2","0.1"
"167","article_0_3_3_1_1.RDa","1","0.1","0.1","0.4","0.4","0.4","15","2","0.01","2","10000","1e+06","2","0.1"
"168","article_0_3_3_1_2.RDa","1","0.1","0.1","0.4","0.4","0.4","15","2","0.01","2","10000","1e+06","2","0.1"
"169","article_0_3_3_2_0.RDa","1","0.1","0.1","0.4","0.4","0.4","15","2","0.001","2","1000","1e+06","2","0.1"
"170","article_0_3_3_2_1.RDa","1","0.1","0.1","0.4","0.4","0.4","15","2","0.001","2","10000","1e+06","2","0.1"
"171","article_0_3_3_2_2.RDa","1","0.1","0.1","0.4","0.4","0.4","15","2","0.001","2","10000","1e+06","2","0.1"
"172","article_0_3_4_0_0.RDa","1","0.1","0.1","0.4","0.8","0.8","15","2","0.1","2","1000","1e+06","2","0.1"
"173","article_0_3_4_0_1.RDa","1","0.1","0.1","0.4","0.8","0.8","15","2","0.1","2","10000","1e+06","2","0.1"
"174","article_0_3_4_0_2.RDa","1","0.1","0.1","0.4","0.8","0.8","15","2","0.1","2","10000","1e+06","2","0.1"
"175","article_0_3_4_1_0.RDa","1","0.1","0.1","0.4","0.8","0.8","15","2","0.01","2","1000","1e+06","2","0.1"
"176","article_0_3_4_1_1.RDa","1","0.1","0.1","0.4","0.8","0.8","15","2","0.01","2","10000","1e+06","2","0.1"
"177","article_0_3_4_1_2.RDa","1","0.1","0.1","0.4","0.8","0.8","15","2","0.01","2","10000","1e+06","2","0.1"
"178","article_0_3_4_2_0.RDa","1","0.1","0.1","0.4","0.8","0.8","15","2","0.001","2","1000","1e+06","2","0.1"
"179","article_0_3_4_2_1.RDa","1","0.1","0.1","0.4","0.8","0.8","15","2","0.001","2","10000","1e+06","2","0.1"
"180","article_0_3_4_2_2.RDa","1","0.1","0.1","0.4","0.8","0.8","15","2","0.001","2","10000","1e+06","2","0.1"
"181","article_0_4_0_0_0.RDa","1","0.1","0.1","0.8","0","0","15","2","0.1","2","1000","1e+06","2","0.1"
"182","article_0_4_0_0_1.RDa","1","0.1","0.1","0.8","0","0","15","2","0.1","2","10000","1e+06","2","0.1"
"183","article_0_4_0_0_2.RDa","1","0.1","0.1","0.8","0","0","15","2","0.1","2","10000","1e+06","2","0.1"
"184","article_0_4_0_1_0.RDa","1","0.1","0.1","0.8","0","0","15","2","0.01","2","1000","1e+06","2","0.1"
"185","article_0_4_0_1_1.RDa","1","0.1","0.1","0.8","0","0","15","2","0.01","2","10000","1e+06","2","0.1"
"186","article_0_4_0_1_2.RDa","1","0.1","0.1","0.8","0","0","15","2","0.01","2","10000","1e+06","2","0.1"
"187","article_0_4_0_2_0.RDa","1","0.1","0.1","0.8","0","0","15","2","0.001","2","1000","1e+06","2","0.1"
"188","article_0_4_0_2_1.RDa","1","0.1","0.1","0.8","0","0","15","2","0.001","2","10000","1e+06","2","0.1"
"189","article_0_4_0_2_2.RDa","1","0.1","0.1","0.8","0","0","15","2","0.001","2","10000","1e+06","2","0.1"
"190","article_0_4_1_0_0.RDa","1","0.1","0.1","0.8","0.1","0.1","15","2","0.1","2","1000","1e+06","2","0.1"
"191","article_0_4_1_0_1.RDa","1","0.1","0.1","0.8","0.1","0.1","15","2","0.1","2","10000","1e+06","2","0.1"
"192","article_0_4_1_0_2.RDa","1","0.1","0.1","0.8","0.1","0.1","15","2","0.1","2","10000","1e+06","2","0.1"
"193","article_0_4_1_1_0.RDa","1","0.1","0.1","0.8","0.1","0.1","15","2","0.01","2","1000","1e+06","2","0.1"
"194","article_0_4_1_1_1.RDa","1","0.1","0.1","0.8","0.1","0.1","15","2","0.01","2","10000","1e+06","2","0.1"
"195","article_0_4_1_1_2.RDa","1","0.1","0.1","0.8","0.1","0.1","15","2","0.01","2","10000","1e+06","2","0.1"
"196","article_0_4_1_2_0.RDa","1","0.1","0.1","0.8","0.1","0.1","15","2","0.001","2","1000","1e+06","2","0.1"
"197","article_0_4_1_2_1.RDa","1","0.1","0.1","0.8","0.1","0.1","15","2","0.001","2","10000","1e+06","2","0.1"
"198","article_0_4_1_2_2.RDa","1","0.1","0.1","0.8","0.1","0.1","15","2","0.001","2","10000","1e+06","2","0.1"
"199","article_0_4_2_0_0.RDa","1","0.1","0.1","0.8","0.2","0.2","15","2","0.1","2","1000","1e+06","2","0.1"
"200","article_0_4_2_0_1.RDa","1","0.1","0.1","0.8","0.2","0.2","15","2","0.1","2","10000","1e+06","2","0.1"
"201","article_0_4_2_0_2.RDa","1","0.1","0.1","0.8","0.2","0.2","15","2","0.1","2","10000","1e+06","2","0.1"
"202","article_0_4_2_1_0.RDa","1","0.1","0.1","0.8","0.2","0.2","15","2","0.01","2","1000","1e+06","2","0.1"
"203","article_0_4_2_1_1.RDa","1","0.1","0.1","0.8","0.2","0.2","15","2","0.01","2","10000","1e+06","2","0.1"
"204","article_0_4_2_1_2.RDa","1","0.1","0.1","0.8","0.2","0.2","15","2","0.01","2","10000","1e+06","2","0.1"
"205","article_0_4_2_2_0.RDa","1","0.1","0.1","0.8","0.2","0.2","15","2","0.001","2","1000","1e+06","2","0.1"
"206","article_0_4_2_2_1.RDa","1","0.1","0.1","0.8","0.2","0.2","15","2","0.001","2","10000","1e+06","2","0.1"
"207","article_0_4_2_2_2.RDa","1","0.1","0.1","0.8","0.2","0.2","15","2","0.001","2","10000","1e+06","2","0.1"
"208","article_0_4_3_0_0.RDa","1","0.1","0.1","0.8","0.4","0.4","15","2","0.1","2","1000","1e+06","2","0.1"
"209","article_0_4_3_0_1.RDa","1","0.1","0.1","0.8","0.4","0.4","15","2","0.1","2","10000","1e+06","2","0.1"
"210","article_0_4_3_0_2.RDa","1","0.1","0.1","0.8","0.4","0.4","15","2","0.1","2","10000","1e+06","2","0.1"
"211","article_0_4_3_1_0.RDa","1","0.1","0.1","0.8","0.4","0.4","15","2","0.01","2","1000","1e+06","2","0.1"
"212","article_0_4_3_1_1.RDa","1","0.1","0.1","0.8","0.4","0.4","15","2","0.01","2","10000","1e+06","2","0.1"
